sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,category of predator,unit of category of predator,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1995,1995,158320.9,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1996,1996,466331.56,individuals,,,,,,,
,,North Sea,Isle of May,,,European shag,Phalacrocorax aristotelis,,,,,Wanless et al 1993 pdf p 10,1987,1987,1700,breeding pairs,,,,,,,
,,North Sea,Isle of May,,,European shag,Phalacrocorax aristotelis,,,,,Wanless et al 1993 pdf p 10,1988,1988,1700,breeding pairs,,,,,,,
,,North Sea,Isle of May,,,European shag,Phalacrocorax aristotelis,,,,,Wanless et al 1993 pdf p 10,1989,1989,1700,breeding pairs,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1953,,355833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1954,,440833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1955,,485000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1956,,403333.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1957,,140000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1958,,205833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1959,,427500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1960,,357500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1961,,283333.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1962,,246666.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1963,,280000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1964,,220000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1965,,299166.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1966,,207500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1967,,340000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1968,,297500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1969,,150000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1970,,204166.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1971,,180833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1972,,181666.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1973,,495833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1974,,197500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1975,,90000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1976,,105833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1977,,117500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1978,,259166.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1979,,279166.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1980,,180833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1981,,144166.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1982,,164166.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1983,,65000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1984,,231661.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1985,,300704,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1986,,347604.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1987,,291228,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1988,,614395,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1989,,369585.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1990,,96349,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1991,,92984.33333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1992,,54073,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1993,,262183.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1994,,335803,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1995,,78714.33333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1996,,416260.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1997,,84654.83333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1998,,11773.41667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,1999,,34364,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2000,,75659.5,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2001,,55529.5,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2002,,23910.91667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2003,,86603.25,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2004,,76255.5,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2005,,33794.25,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2006,,138146,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2007,,84976.58333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2008,,100733.9167,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2009,,85719.70833,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2010,,144088.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2011,,119824.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2012,,161761.5833,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2013,,93715.08333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2014,,47824,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2015,,47287.91667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,IMARPE.Renato,2016,,28512.625,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1953,,1991666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1954,,2399166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1955,,2711666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1956,,2725000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1957,,1320000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1958,,1176666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1959,,1455000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1960,,1804166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1961,,1796666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1962,,1993333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1963,,1697500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1964,,1883333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1965,,1146666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1966,,1137500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1967,,1037500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1968,,1157500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1969,,1298333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1970,,1296666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1971,,1497500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1972,,762500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1973,,904166.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1974,,1324166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1975,,1354166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1976,,1338333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1977,,1533333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1978,,2325833.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1979,,1800833.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1980,,1706666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1981,,1959166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1982,,1825000,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1983,,142500,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1984,,1170660,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1985,,1100956,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1986,,1246855.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1987,,1163298.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1988,,1520780.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1989,,1323328,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1990,,985430,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1991,,1710096.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1992,,1279858.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1993,,1535748,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1994,,1959373.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1995,,1440000.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1996,,2505945.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1997,,802392.1667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1998,,250211.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,1999,,738356.9167,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2000,,873876.25,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2001,,1007981.917,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2002,,847736.8333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2003,,935109.1667,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2004,,1155530.833,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2005,,462819.8333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2006,,1392333.5,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2007,,1168486.167,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2008,,1240420.417,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2009,,955225.5833,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2010,,1763619.583,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2011,,1833177.5,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2012,,1636077.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2013,,1971171.75,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2014,,1554341.833,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2015,,1127655.167,number of adults,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,IMARPE.Renato,2016,,1164821.125,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1953,,13821666.67,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1954,,21275000,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1955,,20806666.67,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1956,,17780833.33,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1957,,9131666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1958,,7000000,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1959,,11223333.33,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1960,,10960833.33,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1961,,13506666.67,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1962,,13043333.33,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1963,,10850000,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1964,,13270833.33,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1965,,3858333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1966,,2273333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1967,,2815833.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1968,,2983333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1969,,1906666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1970,,2085833.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1971,,3015833.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1972,,1084166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1973,,703333.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1974,,755833.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1975,,1033333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1976,,887500,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1977,,1134166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1978,,1109166.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1979,,1765833.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1980,,2083333.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1981,,2776666.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1982,,3135833.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1983,,265000,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1984,,1257629.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1985,,969085.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1986,,909222.6667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1987,,1073932.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1988,,1196871.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1989,,971203.3333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1990,,1194055.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1991,,1155814.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1992,,706027,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1993,,1617690.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1994,,2230455.667,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1995,,2178261,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1996,,2997812,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1997,,1012767.448,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1998,,108280.25,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,1999,,440831.5,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2000,,431148.0833,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2001,,481415.0833,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2002,,350749.4167,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2003,,686474,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2004,,715821.4167,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2005,,505398.5,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2006,,1175254.25,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2007,,1109674.833,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2008,,1421967.917,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2009,,867042.0833,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2010,,1248784.583,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2011,,1554632.083,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2012,,1620781.333,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2013,,2185185.917,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2014,,1874420,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2015,,1771418.036,number of adults,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,IMARPE.Renato,2016,,1726539.5,number of adults,,,,,,,
